Nome,Escolaridade,Número,Aptidão,Coligação
Marmo Fogaça,Ensino Fundamental completo,7760,Deferido (Apto),SOLIDARIEDADE
Marquinhos,Ensino Médio completo,5159,Deferido (Apto),PATRI
Marquinhos da Prevenção,Ensino Médio completo,4557,Deferido (Apto),PSDB-PSD-DEM-PP
Marquinhos Marques,Superior completo,2755,Indeferido (Inapto),DC
Marquinhos Olivio,Ensino Médio completo,1302,Indeferido com recurso (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Marta Elisabeth,Superior completo,2837,Deferido (Apto),PRTB
Marta Lívia,Superior completo,1501,Deferido (Apto),MDB
Martinho Colpani,Superior completo,2287,Deferido (Apto),PR
Martins do Jegue,Superior incompleto,7039,Deferido (Apto),AVANTE
Marujo,Ensino Médio completo,3617,Indeferido (Inapto),PTC
Mary Giron,Ensino Médio completo,4402,Deferido (Apto),PRP
Matheus Mafepi,Superior completo,4301,Deferido (Apto),PV
"Maura  ""comunidade""",Ensino Fundamental completo,7003,Deferido (Apto),AVANTE
Mauricio Bichara,Ensino Médio completo,5150,Deferido (Apto),PATRI
Maurício Celestino,Superior completo,4590,Deferido (Apto),PSDB-PSD-DEM-PP
Mauricio Domingos,Ensino Médio completo,1091,Deferido (Apto),PRB
Mauricio dos Santos,Ensino Médio completo,9006,Indeferido com recurso (Apto),PROS
Mauricio Naval,Superior completo,1053,Deferido (Apto),PRB
Mauricio Parisi,Superior completo,2121,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Mauricio Pinheiro,Superior completo,4309,Deferido (Apto),PV
Mauro Ferreira,Superior completo,1906,Indeferido (Inapto),UNIDOS POR SÃO PAULO
Mazeu,Superior completo,4434,Deferido (Apto),PRP
Mc Barriga,Ensino Médio completo,4440,Deferido (Apto),PRP
Melo Voador,Superior completo,7072,Deferido (Apto),AVANTE
Melqui,Superior completo,9061,Deferido (Apto),PROS
Mendonça,Superior completo,9057,Deferido (Apto),PROS
Mercedes Lima,Superior completo,2100,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Mércia Falcini,Superior completo,1995,Deferido (Apto),UNIDOS POR SÃO PAULO
Mestre Taroba Capoeira,Ensino Médio completo,1074,Deferido (Apto),PRB
Mi Amaral,Superior incompleto,7759,Deferido (Apto),SOLIDARIEDADE
Michel Chaussê,Superior incompleto,1006,Deferido (Apto),PRB
Michelle da Comunidade,Superior completo,1343,Indeferido (Inapto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Miguel Bombeiro,Ensino Médio completo,9030,Deferido (Apto),PROS
Miguel Haddad,Superior completo,4547,Deferido (Apto),PSDB-PSD-DEM-PP
Miguel Lombardi,Superior completo,2277,Deferido (Apto),PR
Milaine Calazans,Superior completo,1067,Deferido (Apto),PRB
Miltão da Adega,Ensino Médio completo,5466,Deferido (Apto),PPL
Milton Monti,Superior completo,2255,Deferido (Apto),PR
Milton Nery,Superior completo,9012,Deferido (Apto),PROS
Milton Vieira,Superior incompleto,1055,Deferido (Apto),PRB
Miriam Lopes,Ensino Médio completo,5149,Deferido (Apto),PATRI
Miro Fernandes,Superior completo,4046,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Miro Purificação,Ensino Médio completo,1303,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Missionária Edilaine Pires,Superior incompleto,5198,Deferido (Apto),PATRI
Missionária Elisabeth,Ensino Médio incompleto,4509,Deferido (Apto),PSDB-PSD-DEM-PP
Missionária Rutinha,Ensino Fundamental completo,7739,Renúncia (Inapto),SOLIDARIEDADE
Missionário José Olimpio,Superior completo,2511,Deferido (Apto),PSDB-PSD-DEM-PP
Mitel Mazard (Mito),Superior completo,1778,Deferido (Apto),PSL
Moacyr Fernandes,Ensino Médio completo,9019,Deferido (Apto),PROS
Moacyr Pageu,Superior completo,4491,Deferido (Apto),PRP
Mocó do Transporte,Ensino Fundamental incompleto,5010,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Mohai,Ensino Médio completo,2770,Indeferido com recurso (Apto),DC
Moisés Silva,Ensino Médio incompleto,7710,Deferido (Apto),SOLIDARIEDADE
Mônica Amiga dos Animais,Superior completo,4391,Deferido (Apto),PV
Monica Oberdan Cattani,Superior completo,5565,Deferido (Apto),PSDB-PSD-DEM-PP
Monica Pimenta,Ensino Médio completo,5440,Deferido (Apto),PPL
Monica Rosenberg,Superior completo,3077,Deferido (Apto),NOVO
Morgana Michelett,Ensino Médio completo,1488,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Mostarda,Superior completo,4399,Indeferido (Inapto),PV
Mota,Ensino Médio completo,5103,Deferido (Apto),PATRI
Motoka Cachorro,Ensino Fundamental completo,5146,Indeferido (Inapto),PATRI
Mr. Morgan,Ensino Médio incompleto,4376,Indeferido (Inapto),PV
Munuera Junior,Superior completo,2804,Deferido (Apto),PRTB
Murillo Rubio,Superior incompleto,1049,Deferido (Apto),PRB
Murilo,Superior completo,5017,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Nadia Didonato,Superior completo,5424,Deferido (Apto),PPL
Nádia Marassatti,Superior completo,7021,Deferido (Apto),AVANTE
Nahla Plus,Ensino Fundamental completo,2201,Indeferido (Inapto),PR
Nairzinha do Tempero,Ensino Fundamental incompleto,1561,Deferido (Apto),MDB
Naomi Yamaguchi,Superior completo,1718,Deferido (Apto),PSL
Nara Santana,Ensino Médio completo,1996,Deferido (Apto),UNIDOS POR SÃO PAULO
Narciso Neto,Superior completo,9056,Deferido (Apto),PROS
Nascimento,Superior completo,4443,Indeferido (Inapto),PRP
Natalia da Graça,Ensino Médio completo,4416,Deferido (Apto),PRP
Natalino da Silva,Ensino Médio completo,4335,Deferido (Apto),PV
Natinha,Superior completo,1910,Deferido (Apto),UNIDOS POR SÃO PAULO
Nefi Tales,Superior completo,3345,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Negao Marao,Lê e escreve,3676,Indeferido com recurso (Apto),PTC
Nei da Estiva,Ensino Fundamental incompleto,7756,Deferido (Apto),SOLIDARIEDADE
Neia Costa,Ensino Fundamental completo,4009,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Neide Barrueco,Ensino Médio completo,9070,Deferido (Apto),PROS
Nelci Campos,Superior completo,4414,Deferido (Apto),PRP
Nelci Guide,Superior completo,4403,Deferido (Apto),PRP
Nelsinho do Cata Treco,Ensino Médio completo,2223,Deferido (Apto),PR
Nelson Bento,Superior completo,7731,Deferido (Apto),SOLIDARIEDADE
Nelson Claro,Ensino Médio completo,5117,Indeferido (Inapto),PATRI
Nelson Dantas,Superior incompleto,9074,Deferido (Apto),PROS
Nelson Hong,Superior completo,1917,Deferido (Apto),UNIDOS POR SÃO PAULO
Nelson Marquezelli,Superior completo,1434,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Nelson Soares Silveira,Ensino Médio incompleto,3353,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Nene Capoeira,Ensino Fundamental completo,4409,Deferido (Apto),PRP
Nestor do Val,Superior completo,1797,Deferido (Apto),PSL
Neto Beluci,Superior completo,1030,Deferido (Apto),PRB
Neusa Daltro,Ensino Médio completo,1972,Deferido (Apto),UNIDOS POR SÃO PAULO
Ney Mendes,Superior completo,3061,Renúncia (Inapto),NOVO
Nezinho Reco,Ensino Médio completo,1237,Deferido (Apto),PDT
Nil Dantas,Superior completo,4355,Deferido (Apto),PV
Nildo Leite,Superior incompleto,5432,Deferido (Apto),PPL
Nilson Bonome,Superior completo,1061,Deferido (Apto),PRB
Nilto Tatto,Superior completo,1353,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Nina,Superior incompleto,5168,Deferido (Apto),PATRI
Nini Nascimento,Ensino Fundamental completo,1779,Indeferido (Inapto),PSL
Nivaldo Borges,Superior completo,2814,Indeferido com recurso (Apto),PRTB
Noemi Gil,Ensino Médio completo,1921,Deferido (Apto),UNIDOS POR SÃO PAULO
Noemia Fonseca,Superior completo,1961,Deferido (Apto),UNIDOS POR SÃO PAULO
Noilton Ramos,Superior completo,1750,Deferido (Apto),PSL
Nubia Martins,Ensino Médio completo,3339,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Nunes,Superior completo,1511,Deferido (Apto),MDB
Odilia  China,Ensino Médio completo,3316,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Olga Lino,Superior completo,3308,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Omar Couto,Ensino Médio completo,1532,Deferido (Apto),MDB
Orlando,Superior completo,4495,Deferido (Apto),PRP
Orlando Silva,Superior incompleto,6565,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Oscar Maroni,Ensino Médio completo,9069,Deferido (Apto),PROS
Oséias Francisco,Superior completo,9011,Deferido (Apto),PROS
Osmar Bernardes Junior,Ensino Fundamental incompleto,1776,Deferido (Apto),PSL
Osmar della Paschoa,Superior completo,1767,Deferido (Apto),PSL
Osmar Pereira - Mazão,Superior completo,5140,Deferido (Apto),PATRI
Osmar Silva,Ensino Médio incompleto,2892,Deferido (Apto),PRTB
Osvaldo Aparecido,Superior completo,4456,Deferido (Apto),PRP
Osvaldo Cardoso,Superior completo,5139,Deferido (Apto),PATRI
Osvaldo Meneses,Superior completo,2812,Deferido (Apto),PRTB
Ota,Superior completo,4096,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
P. B. Denilson Lima,Ensino Médio completo,3635,Deferido (Apto),PTC
Padre Fernando Fraga,Ensino Médio completo,4005,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Padre Silvio Andrei,Superior completo,2207,Deferido (Apto),PR
Pai Odesi,Superior completo,9066,Deferido (Apto),PROS
Palmeira Tenorio,Superior completo,5029,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Paola Estevão,Superior completo,5551,Deferido (Apto),PSDB-PSD-DEM-PP
Paolla Miguel,Superior completo,1380,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Papa,Superior completo,4522,Deferido (Apto),PSDB-PSD-DEM-PP
Papai Noel Robson,Ensino Médio completo,5177,Deferido (Apto),PATRI
Pastor Abraao,Superior completo,3608,Deferido (Apto),PTC
Pastor Adalto,Ensino Médio completo,3633,Deferido (Apto),PTC
Pastor Charles  Silverio,Ensino Médio completo,3607,Deferido (Apto),PTC
Pastor Edmilson Almeida,Ensino Fundamental completo,5110,Deferido (Apto),PATRI
Pastor Luis Antonio,Superior completo,4451,Deferido (Apto),PRP
Pastor Marcelo Candido,Ensino Médio completo,3120,Deferido (Apto),UNIDOS POR SÃO PAULO
Pastor Marco Feliciano,Superior completo,1920,Deferido (Apto),UNIDOS POR SÃO PAULO
Pastor Ricardo,Ensino Médio completo,1981,Deferido (Apto),UNIDOS POR SÃO PAULO
Pastor Rufino,Ensino Médio completo,2730,Indeferido com recurso (Apto),DC
Pastora Celina,Ensino Fundamental completo,5174,Deferido (Apto),PATRI
Pastora Silene,Ensino Médio completo,2773,Indeferido (Inapto),DC
Pastora Viviane da Saúde,Ensino Médio completo,3301,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Patricia Bueno,Superior completo,1733,Deferido (Apto),PSL
Patricia Clauren,Ensino Médio completo,5525,Deferido (Apto),PSDB-PSD-DEM-PP
Patricia Lelis,Superior completo,9085,Deferido (Apto),PROS
Patricia Lima,Superior completo,3356,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Patricia Peron,Superior completo,1206,Deferido (Apto),PDT
Patricia Tavares,Superior incompleto,7075,Deferido (Apto),AVANTE
Patricia Zanella,Superior completo,1822,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Patricio Lima,Ensino Fundamental incompleto,2888,Deferido (Apto),PRTB
Patrick Dimon,Ensino Médio completo,1938,Deferido (Apto),UNIDOS POR SÃO PAULO
Patty Morais,Superior completo,7099,Deferido (Apto),AVANTE
Paula Calvo,Superior incompleto,1577,Deferido (Apto),MDB
Paula Garcia,Ensino Médio completo,1517,Deferido (Apto),MDB
Paula Leite,Superior completo,1301,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Paulina Teixeira,Superior completo,4338,Deferido (Apto),PV
Paulinha Biluxz,Superior completo,1076,Deferido (Apto),PRB
Paulinha Golden,Superior incompleto,1514,Deferido (Apto),MDB
Paulinho da Força,Ensino Médio completo,7777,Deferido (Apto),SOLIDARIEDADE
Paulinho Feroz,Ensino Fundamental completo,7766,Deferido (Apto),SOLIDARIEDADE
Paulinho Sasaki,Ensino Médio completo,1405,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Paulinho Valença,Superior completo,1064,Deferido (Apto),PRB
Paulo Abreu,Superior completo,1998,Indeferido com recurso (Apto),UNIDOS POR SÃO PAULO
Paulo Freire Costa,Superior completo,2233,Deferido com recurso (Apto),PR
Paulo Morais,Superior completo,9005,Deferido (Apto),PROS
Paulo Proerd,Superior incompleto,7090,Deferido (Apto),AVANTE
Paulo Serra,Superior completo,3076,Deferido (Apto),NOVO
Paulo Simonagio,Superior completo,2827,Deferido (Apto),PRTB
Paulo Teixeira,Superior completo,1398,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Paulo Valentim,Superior completo,1411,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Peba,Ensino Fundamental completo,5148,Deferido (Apto),PATRI
Pedagogo Ronan Goulart,Superior completo,7778,Deferido (Apto),SOLIDARIEDADE
Pedala Robinho,Ensino Médio incompleto,1599,Deferido (Apto),MDB
Pedrão Federal,Superior completo,1703,Deferido (Apto),PSL
Pedro Borborema,Superior completo,4393,Deferido (Apto),PV
Pedro Kawai,Superior completo,4550,Deferido (Apto),PSDB-PSD-DEM-PP
Pedro Pereira,Superior incompleto,2959,Indeferido com recurso (Apto),PCO
Pedro Roberto,Superior completo,4477,Deferido (Apto),PRP
Pedroso,Ensino Médio completo,5023,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Penna,Ensino Médio completo,4343,Deferido (Apto),PV
Peressim,Superior incompleto,5116,Deferido (Apto),PATRI
Pica Pau,Ensino Fundamental completo,9041,Deferido (Apto),PROS
Pilton Rios,Superior completo,1516,Deferido (Apto),MDB
Policial e Prof Paulo Fernando,Superior completo,1753,Deferido (Apto),PSL
Policial Katia Sastre,Superior completo,2240,Deferido (Apto),PR
Pollyana Gama,Superior completo,2351,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Portilho,Superior completo,3677,Indeferido (Inapto),PTC
Pr Everson Marcos,Ensino Médio completo,1077,Deferido (Apto),PRB
Pr Marcelo Fogo N Chico Tripa,Ensino Fundamental incompleto,3517,Deferido (Apto),UNIDOS POR SÃO PAULO
Pr. Homero Lima,Ensino Médio incompleto,7037,Deferido (Apto),AVANTE
Pr. Marcelo Steves,Superior incompleto,1072,Deferido (Apto),PRB
Pr. Moacir Luis,Superior completo,4435,Deferido (Apto),PRP
Pr. Samuel Procópio,Ensino Médio incompleto,7012,Deferido (Apto),AVANTE
Pri Pereira,Superior completo,1530,Deferido (Apto),MDB
Priscila Cavalcante,Ensino Médio completo,5035,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Priscila F Beltran Santos,Superior completo,1216,Deferido (Apto),PDT
Priscilla de Dio,Superior completo,1880,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Prof Alexandre Olivann,Superior completo,5107,Deferido (Apto),PATRI
Prof Bete,Superior completo,1567,Deferido (Apto),MDB
Prof Fabiani Tomaz,Superior completo,5431,Indeferido com recurso (Apto),PPL
Prof. Aldo Santos,Superior completo,5065,Deferido com recurso (Apto),SEM MEDO DE MUDAR SÃO PAULO
Prof. Claudio Melon,Superior completo,5049,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Prof. Cristiano,Superior completo,1817,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Prof. Elias Matias,Superior completo,4426,Deferido (Apto),PRP
Prof. Ismael,Superior incompleto,1833,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Prof. João Pedro,Superior completo,3321,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Prof. Luiz Roque,Superior completo,1340,Indeferido (Inapto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Prof. Marcelo Fernandes,Superior completo,4321,Deferido (Apto),PV
Prof. Mario Bulgareli,Superior completo,1499,Renúncia (Inapto),"Coligação PSB, PTB, PPS, PSC"
Prof. Mario Teruya,Superior completo,1381,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Prof. Ricardo Felicio,Superior completo,1727,Deferido (Apto),PSL
Prof. Surdo Maurinho Fagundes,Superior completo,1326,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Prof. Vitor,Superior completo,2772,Indeferido com recurso (Apto),DC
Profa Adriana Vasconcellos,Superior completo,5039,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Profa Cris,Superior completo,5124,Deferido (Apto),PATRI
Profa Rosemeire Archangelo,Superior completo,3300,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Professor Abel,Superior completo,3622,Deferido (Apto),PTC
Professor Agliberto,Superior completo,3003,Deferido (Apto),NOVO
Professor Alvaro Bruno,Superior completo,4314,Deferido (Apto),PV
Professor Andre Luiz,Superior completo,5067,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professor Benilton Lopes,Superior completo,3390,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Professor Betinho,Superior completo,3313,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Professor Calasans Camargo,Ensino Médio completo,4404,Deferido (Apto),PRP
Professor Campanatti,Superior completo,5101,Deferido (Apto),PATRI
Professor Claudio Costa,Superior completo,1378,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Professor Clóvis Maito,Superior completo,4380,Deferido (Apto),PV
Professor Edmilson,Superior completo,5036,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professor Eduardo,Superior completo,1330,Indeferido com recurso (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Professor Fernando,Superior completo,7706,Deferido (Apto),SOLIDARIEDADE
Professor Fernando Borges,Superior completo,5016,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professor João Pereira,Superior completo,4303,Deferido (Apto),PV
Professor Leo,Superior completo,9028,Deferido (Apto),PROS
Professor Luiz Flavio Gomes,Superior completo,4001,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Professor Marcelo  Voltarelli,Ensino Médio completo,3637,Deferido (Apto),PTC
Professor Marcio Pereira,Superior completo,4395,Deferido (Apto),PV
Professor Marcos Gusman,Superior completo,4423,Deferido (Apto),PRP
Professor Oderlan,Superior completo,1312,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Professor Osvaldo,Superior completo,5196,Deferido (Apto),PATRI
Professor Pc,Superior completo,5096,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professor Ricardo Carvalho,Superior completo,5070,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professor Robertinho,Superior completo,1956,Deferido (Apto),UNIDOS POR SÃO PAULO
Professor Robson Salvador,Superior completo,5008,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professor Rubens,Superior completo,7028,Deferido (Apto),AVANTE
Professor Vladimir,Superior completo,1923,Deferido (Apto),UNIDOS POR SÃO PAULO
Professor William,Superior incompleto,5415,Deferido (Apto),PPL
Professora Cristiane,Superior completo,4417,Deferido (Apto),PRP
Professora Flavia,Superior completo,1616,Deferido (Apto),PSTU
Professora Ione Ananias,Superior completo,1081,Deferido (Apto),PRB
Professora Jacqueline,Superior completo,1870,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Professora Josiê,Superior completo,5025,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professora Lu,Superior completo,5113,Deferido (Apto),PATRI
Professora Lucia Bitoca,Superior completo,5457,Deferido (Apto),PPL
Professora Luciana Xavier,Superior completo,5076,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professora Marcia Rios,Superior incompleto,5072,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professora Maria Martins,Superior completo,4578,Deferido (Apto),PSDB-PSD-DEM-PP
Professora Mariana,Superior completo,1307,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Professora Maristela,Superior completo,9098,Deferido (Apto),PROS
Professora Nancy Galvão,Ensino Médio completo,5022,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professora Rosalina,Superior completo,4388,Deferido (Apto),PV
Professora Ruth,Superior completo,4331,Indeferido com recurso (Apto),PV
Professora Silvana,Superior completo,4513,Deferido (Apto),PSDB-PSD-DEM-PP
Professora Silvana Soares,Superior completo,5018,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professora Sônia,Superior completo,5499,Deferido (Apto),PPL
Professora Tereza,Superior completo,4042,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Professora Valdinéia,Superior completo,5410,Deferido (Apto),PPL
Professora Valquíria,Superior completo,7015,Deferido (Apto),AVANTE
Professora Vânia,Superior completo,7073,Deferido (Apto),AVANTE
Profª Adriana Maciel,Superior completo,2769,Deferido (Apto),DC
Profª Camila Godoi,Superior completo,4070,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Profª Elaine Terron,Superior completo,1355,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Profª Eliana Scorse,Superior completo,5178,Indeferido (Inapto),PATRI
Profª Eliane Costa,Superior completo,2703,Deferido (Apto),DC
Profª Roberta Merlo,Superior completo,4375,Deferido (Apto),PV
Profª Sandra Cantii,Superior completo,1329,Indeferido com recurso (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Profª Silvia Cristina,Superior completo,2747,Deferido (Apto),DC
Profª Simone Alcântara,Superior completo,7727,Deferido (Apto),SOLIDARIEDADE
Profª. Sonia Maria,Superior completo,1088,Deferido (Apto),PRB
Rafael Abrahão,Superior incompleto,7087,Deferido (Apto),AVANTE
Rafael Brocchi,Superior completo,2707,Deferido (Apto),DC
Rafael Goffi,Superior completo,4555,Deferido (Apto),PSDB-PSD-DEM-PP
Rafael Padial,Superior completo,1617,Deferido (Apto),PSTU
Ramiro dos Caminhoneiros,Superior incompleto,1751,Deferido (Apto),PSL
Ramon Faustno,Superior completo,5004,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Ramos,Ensino Fundamental completo,3124,Deferido (Apto),UNIDOS POR SÃO PAULO
Rapadura,Ensino Fundamental completo,1522,Deferido (Apto),MDB
Raul Thame,Superior completo,4307,Deferido (Apto),PV
Ray Garrido,Superior incompleto,7783,Deferido (Apto),SOLIDARIEDADE
Regina Campos,Superior completo,4508,Deferido (Apto),PSDB-PSD-DEM-PP
Regina Gonçalves,Superior completo,4334,Deferido (Apto),PV
Regina Helena A Rainha,Superior incompleto,4327,Deferido (Apto),PV
Regina Pacetta,Ensino Médio completo,3603,Indeferido com recurso (Apto),PTC
Regina Tolentino,Ensino Médio completo,1512,Deferido (Apto),MDB
Reginaldo Cruz,Superior completo,7780,Deferido (Apto),SOLIDARIEDADE
Regys Lacerda,Ensino Médio completo,2821,Deferido (Apto),PRTB
Reinaldo,Superior completo,1336,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Reinaldo Coelho,Ensino Fundamental completo,1518,Deferido (Apto),MDB
Reinaldo Pedroso,Superior completo,2873,Indeferido (Inapto),PRTB
Renan Bento,Superior completo,5187,Deferido (Apto),PATRI
Renan Oliveira,Superior completo,5028,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Renata Abreu,Superior completo,1919,Deferido (Apto),UNIDOS POR SÃO PAULO
Renata Banhara,Ensino Médio completo,1084,Deferido (Apto),PRB
Renata Fonseca,Ensino Médio completo,5131,Deferido (Apto),PATRI
Renata Lima,Superior completo,4431,Deferido (Apto),PRP
Renata Peron,Ensino Médio completo,5002,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Renato Assad,Superior incompleto,5006,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Renato Mesquita,Superior completo,4455,Deferido (Apto),PRP
Renato Paim,Superior completo,5114,Deferido (Apto),PATRI
Renato Reichmann,Superior incompleto,4552,Deferido (Apto),PSDB-PSD-DEM-PP
Renato Tamaio,Ensino Médio completo,1971,Deferido (Apto),UNIDOS POR SÃO PAULO
Rene do Rap,Superior completo,1031,Deferido (Apto),PRB
Ribamar,Ensino Fundamental completo,1075,Deferido (Apto),PRB
Ribamar Brioso,Ensino Médio completo,2835,Deferido (Apto),PRTB
Ricardo Bentinho,Superior completo,1096,Deferido (Apto),PRB
Ricardo de Lima,Superior completo,5041,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Ricardo Fassio,Superior incompleto,3613,Deferido (Apto),PTC
Ricardo Izar,Superior completo,1111,Deferido (Apto),PSDB-PSD-DEM-PP
Ricardo Marinho,Superior completo,1319,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Ricardo Molina,Superior completo,1040,Deferido (Apto),PRB
Ricardo Moura,Superior completo,4484,Deferido (Apto),PRP
Ricardo Nunes,Superior incompleto,1550,Deferido (Apto),MDB
Ricardo Rei,Ensino Médio completo,1052,Deferido (Apto),PRB
Ricardo Salles,Superior completo,3006,Deferido (Apto),NOVO
Ricardo Silva,Superior completo,4050,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Ricardo Spindola,Superior completo,7017,Deferido (Apto),AVANTE
Ricardo Teixeira,Superior completo,9090,Deferido (Apto),PROS
Ricardo Telo,Superior incompleto,5405,Deferido (Apto),PPL
Rinaldo Wolf,Superior completo,1344,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Rita Albanez,Superior completo,1015,Deferido (Apto),PRB
Rita Alves,Superior completo,2217,Deferido (Apto),PR
Rita Araqujo,Ensino Médio completo,3344,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Rita Manuela,Superior completo,5194,Deferido (Apto),PATRI
Rita Tambor,Superior completo,1844,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Riva Silva,Superior completo,2919,Indeferido com recurso (Apto),PCO
Rivael Papinha,Ensino Médio completo,4036,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Roberta Kelly,Ensino Médio completo,2733,Indeferido (Inapto),DC
Roberto Alves,Superior completo,1078,Deferido (Apto),PRB
Roberto Alves (Cabeça),Ensino Médio completo,4493,Deferido (Apto),PRP
Roberto Amizade,Ensino Fundamental incompleto,5027,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Roberto de Lucena,Superior completo,1999,Deferido (Apto),UNIDOS POR SÃO PAULO
Roberto Delfino,Ensino Fundamental completo,1543,Deferido (Apto),MDB
Roberto do Proerd,Superior completo,1519,Deferido (Apto),MDB
Roberto Farmacêutico,Superior completo,2220,Deferido (Apto),PR
Roberto Freire,Superior completo,2323,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Roberto Pires,Superior completo,4400,Deferido (Apto),PRP
Roberto Sapato,Ensino Médio completo,1553,Deferido (Apto),MDB
Roberto Souza,Ensino Fundamental completo,7023,Deferido (Apto),AVANTE
Robson Campos,Superior incompleto,2722,Deferido (Apto),DC
Robson Staines,Superior completo,1740,Deferido (Apto),PSL
Rocio Fanton,Superior completo,3051,Deferido (Apto),NOVO
