Nome,Escolaridade,Número,Aptidão,Coligação
Abel Barreto,Ensino Fundamental incompleto,16001,Deferido (Apto),PSTU
Abençoado da Bahia,Ensino Médio incompleto,20690,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Abigail,Ensino Médio incompleto,44003,Deferido (Apto),PRP
Adalberto Freitas,Superior incompleto,17079,Deferido (Apto),PSL
Alessandro Santos,Superior completo,70500,Deferido (Apto),AVANTE
Adegas Junior,Superior incompleto,19019,Deferido (Apto),PODE
Adeildo Reis,Ensino Fundamental completo,90790,Deferido (Apto),PROS
Ângela Magalhães,Superior completo,70147,Deferido (Apto),AVANTE
Adelmo,Ensino Médio completo,16116,Deferido (Apto),PSTU
Camila Silva,Superior completo,70777,Deferido (Apto),AVANTE
Ademilson Marceneiro,Ensino Médio completo,50444,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Ademir Clemente,Ensino Médio completo,77001,Deferido (Apto),SOLIDARIEDADE
Ademir da Guia,Ensino Médio completo,31010,Deferido (Apto),RENOVAÇÃO 
Camilo de Leles,Superior completo,70770,Deferido (Apto),AVANTE
Adilson da Copa,Ensino Médio completo,31034,Deferido (Apto),RENOVAÇÃO 
Adilson Lima,Ensino Médio incompleto,51789,Deferido (Apto),PATRI
Adilson Rossi,Ensino Fundamental completo,40400,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cezinha,Superior completo,70066,Deferido (Apto),AVANTE
Cicote,Superior completo,70321,Deferido (Apto),AVANTE
Claudio Vitorino Kadu,Superior completo,70657,Deferido (Apto),AVANTE
Clélia Gomes,Superior completo,70456,Deferido (Apto),AVANTE
Adriana Barreto,Ensino Médio completo,31900,Deferido (Apto),RENOVAÇÃO 
Adriana Borgo,Ensino Médio completo,90190,Deferido (Apto),PROS
Adriana Chicona,Ensino Médio completo,44677,Deferido (Apto),PRP
Adriana Coelho,Ensino Médio completo,65038,Deferido (Apto),PC do B
Adriana de Sá,Superior incompleto,27507,Deferido (Apto),DC
Cristiano Gasperine,Superior completo,70333,Deferido (Apto),AVANTE
Dr. Daniel Requeijo,Superior completo,70700,Deferido (Apto),AVANTE
Dra. Luciane Machado,Superior completo,70727,Deferido (Apto),AVANTE
Adriano Reis,Superior incompleto,28228,Deferido (Apto),PRTB
Adriele Costa,Ensino Médio incompleto,17124,Deferido (Apto),PSL
Agamenon,Ensino Fundamental completo,12444,Deferido (Apto),PDT
Egidio,Superior completo,70077,Deferido (Apto),AVANTE
Agnelo Matos,Ensino Médio completo,13633,Deferido (Apto),PT
Agripino Magalhães,Ensino Médio completo,40780,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Agustin Carballo,Superior incompleto,17010,Deferido (Apto),PSL
Eli Nogueira,Superior completo,70023,Deferido (Apto),AVANTE
Ailton Cabral,Superior incompleto,13367,Deferido (Apto),PT
Ailton Moretti,Ensino Médio completo,90019,Deferido (Apto),PROS
Enfermeiro Galindo,Superior completo,70557,Deferido (Apto),AVANTE
Alberto da Reciclagem,Ensino Fundamental completo,65369,Deferido (Apto),PC do B
Erica Cristina,Superior completo,70227,Deferido (Apto),AVANTE
Expedito Souza,Superior completo,70577,Deferido (Apto),AVANTE
Alê Bola,Ensino Médio completo,70642,Deferido (Apto),AVANTE
Alemão do Delta,Ensino Médio incompleto,19113,Deferido (Apto),PODE
Fábio Moreira,Superior completo,70234,Deferido (Apto),AVANTE
Alessandra Berriel,Ensino Médio completo,23888,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Alessandra dos Garis,Ensino Fundamental incompleto,35100,Deferido (Apto),RENOVAÇÃO 
Fernando Appezzato,Superior completo,70717,Deferido (Apto),AVANTE
Gunther Pró Esporte,Superior completo,70654,Deferido (Apto),AVANTE
Índio Filho,Superior completo,70870,Deferido (Apto),AVANTE
Isabel Gaspar,Superior completo,70567,Deferido (Apto),AVANTE
Alessandro Cage,Ensino Médio completo,36070,Deferido (Apto),PTC
Jairo Santos,Superior completo,70007,Deferido (Apto),AVANTE
Alessandro Rafaldini,Superior incompleto,19890,Deferido (Apto),PODE
Jônatas Taborda,Superior completo,70470,Deferido (Apto),AVANTE
Keila Zibordi,Superior completo,70447,Deferido (Apto),AVANTE
Alex Batista,Ensino Médio completo,33300,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Lamys Mitri,Superior completo,70047,Deferido (Apto),AVANTE
Alex de Madureira,Superior incompleto,55777,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Alex Deive,Ensino Médio completo,31011,Deferido (Apto),RENOVAÇÃO 
Léo Senna,Superior completo,70999,Deferido (Apto),AVANTE
Alex Paulo,Ensino Médio completo,90773,Deferido (Apto),PROS
Alex Timóteo,Ensino Médio completo,17037,Deferido (Apto),PSL
Luciano,Superior completo,70011,Deferido (Apto),AVANTE
Alexandre Boschini,Ensino Médio completo,77690,Deferido (Apto),SOLIDARIEDADE
Luiz Dapaz,Superior completo,70956,Deferido (Apto),AVANTE
Alexandre Castilho,Ensino Médio completo,13696,Deferido (Apto),PT
Alexandre Costa,Ensino Médio completo,70009,Deferido (Apto),AVANTE
Luiz Freitas,Superior completo,70341,Deferido (Apto),AVANTE
Marcio Caetano,Superior completo,70013,Deferido (Apto),AVANTE
Alexandre Santos,Ensino Médio completo,15072,Deferido (Apto),MDB
Marcos,Superior completo,70753,Deferido (Apto),AVANTE
Mestre Carlos,Superior completo,70555,Deferido (Apto),AVANTE
Michel Braz,Superior completo,70080,Deferido (Apto),AVANTE
Michele Poina,Superior completo,70088,Deferido (Apto),AVANTE
Miguel Gianetti,Superior completo,70800,Deferido (Apto),AVANTE
Pastor Rosemário,Superior completo,70966,Deferido (Apto),AVANTE
Paulo Tadeu,Superior completo,70977,Deferido (Apto),AVANTE
Almir Melo,Ensino Médio completo,27563,Deferido (Apto),DC
Aloisio,Superior incompleto,17217,Deferido (Apto),PSL
Aloisio Gama,Ensino Médio completo,13513,Deferido (Apto),PT
Alselmo Pires,Ensino Médio completo,50122,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Altair Moraes,Ensino Fundamental completo,10333,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Amanda Santos,Ensino Médio completo,51326,Deferido (Apto),PATRI
Pedro Paulo Prof. e Bombeiro,Superior completo,70767,Deferido (Apto),AVANTE
Pr. Daniel Queiroz,Superior completo,70177,Deferido (Apto),AVANTE
Prof. Claudio Gomes,Superior completo,70389,Deferido (Apto),AVANTE
Amorim do Ariston,Ensino Médio completo,27158,Deferido (Apto),DC
Sanderson Ribeiro,Superior completo,70444,Deferido (Apto),AVANTE
Santucci,Superior completo,70111,Deferido (Apto),AVANTE
Sargento Feliciano,Superior completo,70400,Deferido (Apto),AVANTE
Sargento Neri,Superior completo,70190,Deferido (Apto),AVANTE
Stephany Nakamori,Superior completo,70074,Deferido (Apto),AVANTE
Tony Souza,Superior completo,70210,Deferido (Apto),AVANTE
Ana Raquel da Saúde,Ensino Médio completo,70016,Deferido (Apto),AVANTE
Urias,Superior completo,70020,Deferido (Apto),AVANTE
Walter Ferreira,Superior completo,70670,Deferido (Apto),AVANTE
Anderson John,Superior incompleto,70877,Deferido (Apto),AVANTE
Weverson Carlos,Superior completo,70014,Deferido (Apto),AVANTE
Anderson Oliveira,Ensino Médio completo,90281,Deferido (Apto),PROS
Keidna,Superior completo,70337,Indeferido (Inapto),AVANTE
André Alves,Ensino Médio completo,28079,Deferido (Apto),PRTB
André Basílio,Superior incompleto,33789,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
André Bueno,Superior incompleto,40777,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
André Coutinho,Ensino Médio completo,31004,Deferido (Apto),RENOVAÇÃO 
Maria Norma,Superior completo,70054,Indeferido (Inapto),AVANTE
Maria Zuleide,Superior completo,70056,Indeferido (Inapto),AVANTE
Andre Gomes Barbosa,Ensino Médio completo,51100,Deferido (Apto),PATRI
Nadir Severina,Superior completo,70065,Indeferido (Inapto),AVANTE
Thais Andrade,Superior completo,70377,Indeferido (Inapto),AVANTE
Andre Santos,Ensino Médio completo,51029,Deferido (Apto),PATRI
Germano Vettas,Superior completo,70277,Indeferido com recurso (Apto),AVANTE
André Siqueira,Ensino Fundamental completo,17195,Deferido (Apto),PSL
Ademar Bueno,Superior completo,18188,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Adiene  Brenga,Superior completo,33233,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Andréa Lemos,Superior incompleto,15613,Deferido (Apto),MDB
Andrea Nakasassu,Ensino Fundamental completo,17712,Deferido (Apto),PSL
Andrea R. Menezes,Ensino Médio completo,19519,Deferido (Apto),PODE
Alessandra Monteiro,Superior completo,18010,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Andrea Seixas,Ensino Médio completo,17013,Deferido (Apto),PSL
Beto Corunha,Superior completo,18420,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Andreia Gonçalves,Superior incompleto,22122,Deferido (Apto),PR
Andressa dos Ambulantes,Ensino Fundamental incompleto,16002,Deferido (Apto),PSTU
Andressa Martins,Superior incompleto,31551,Deferido (Apto),RENOVAÇÃO 
Angela Alves,Ensino Médio incompleto,50813,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Angela Gouveia,Ensino Médio completo,44106,Deferido (Apto),PRP
Bibi,Superior completo,18333,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Ângela Oliver,Lê e escreve,51510,Deferido (Apto),PATRI
Bombeiro Marcio Cruz,Superior completo,33193,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Cabo Celimar,Superior completo,33190,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Angelica Moreira,Ensino Médio completo,70078,Deferido (Apto),AVANTE
Carlão Cini,Superior completo,18432,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Carlos Rosa,Superior completo,18579,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Angelo Marcio,Ensino Médio completo,31193,Deferido (Apto),RENOVAÇÃO 
Carlos Silva,Superior completo,33356,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Anita Gusmão,Ensino Médio completo,50050,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Anizia Motta,Ensino Médio completo,40012,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cb Ferreira,Superior completo,33313,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Anna Rosa de Saron,Ensino Médio completo,19089,Deferido (Apto),PODE
Anna Souzza,Ensino Médio completo,31044,Deferido (Apto),RENOVAÇÃO 
Anne do Acarajé,Ensino Médio completo,19499,Deferido (Apto),PODE
Antonia Costa,Ensino Médio completo,19962,Deferido (Apto),PODE
Antoninha,Ensino Médio completo,22280,Deferido (Apto),PR
Antonio Carlos,Ensino Médio completo,65666,Deferido (Apto),PC do B
Claudio Yutaka,Superior completo,18543,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Cordelini,Superior completo,18889,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Cris Brandão,Superior completo,18999,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Antonio Mentor,Superior incompleto,13199,Deferido (Apto),PT
Antônio Soares,Ensino Fundamental incompleto,70099,Deferido (Apto),AVANTE
Aprígio,Ensino Médio completo,19714,Deferido (Apto),PODE
Araci,Ensino Médio completo,77250,Deferido (Apto),SOLIDARIEDADE
Arcanjo Idevanir,Ensino Médio completo,90902,Deferido (Apto),PROS
Ari da Ocupação,Ensino Médio completo,16026,Deferido (Apto),PSTU
Daniel Martini,Superior completo,18000,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Arthur Mamãe Falei,Superior incompleto,25555,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Ary Lopes da Cruz,Ensino Médio completo,51346,Deferido (Apto),PATRI
Assis do Mercado,Ensino Médio completo,44046,Deferido (Apto),PRP
Denis Duck,Superior completo,18833,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Denivia Oliveira,Superior completo,33464,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Dra. Monica Marina,Superior completo,33003,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Dra. Rejane,Superior completo,18555,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Axel Luz,Ensino Médio completo,70610,Deferido (Apto),AVANTE
Bahianao,Ensino Médio incompleto,33216,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Dra. Roberta Rocha,Superior completo,18765,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Barba,Superior incompleto,13110,Deferido (Apto),PT
Barbosa,Ensino Médio completo,16800,Deferido (Apto),PSTU
Elton Tony,Superior completo,18800,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Georgiana Pires - Jo,Superior completo,18007,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Batman,Ensino Médio completo,77400,Deferido (Apto),SOLIDARIEDADE
Bazelau,Ensino Médio completo,31331,Deferido (Apto),RENOVAÇÃO 
Bebe da Pipoca,Ensino Médio incompleto,19733,Deferido (Apto),PODE
Bebel Tavares,Ensino Médio completo,70222,Deferido (Apto),AVANTE
Hádia Amorim,Superior completo,18318,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Beijomar,Ensino Médio completo,70888,Deferido (Apto),AVANTE
Bel Sá,Ensino Médio completo,13124,Deferido (Apto),PT
Belarmino,Superior incompleto,50881,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Bella Oyá,Ensino Médio completo,22003,Deferido (Apto),PR
Belo,Ensino Médio completo,44234,Deferido (Apto),PRP
Henrique Croisfelts,Superior completo,18001,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Benjamim,Ensino Médio completo,77170,Deferido (Apto),SOLIDARIEDADE
James Gondim,Superior completo,18118,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Jefferson Cezarolli,Superior completo,18360,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Josivan de Assis,Superior completo,33555,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Beto Siqueira,Ensino Médio completo,19192,Deferido (Apto),PODE
Bianca Casale,Ensino Fundamental completo,17085,Deferido (Apto),PSL
Julio Menezes,Superior completo,18009,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Bibi Parelheiros,Ensino Médio completo,13232,Deferido (Apto),PT
Luisa Barros,Superior completo,33777,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Bié Cruz,Ensino Médio completo,31631,Deferido (Apto),RENOVAÇÃO 
Bilili de Angelis,Ensino Fundamental incompleto,45700,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Bispa Rute Ribeiro,Superior incompleto,90121,Deferido (Apto),PROS
Bispo David Dias,Ensino Médio completo,33645,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Maia,Superior completo,33633,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Bolão,Ensino Médio completo,90217,Deferido (Apto),PROS
Marina Helou,Superior completo,18888,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Bolinho de Fubá,Ensino Fundamental completo,70110,Deferido (Apto),AVANTE
Bombeiro Amilton,Ensino Médio completo,40193,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Bombeiro Guaracy,Ensino Médio completo,51193,Deferido (Apto),PATRI
Maycon Hyppólito,Superior completo,33111,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Bombeiro Moro,Ensino Médio completo,17193,Deferido (Apto),PSL
Milton Lopes,Superior completo,33001,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Brás Pereira,Ensino Médio completo,31780,Deferido (Apto),RENOVAÇÃO 
Braz Passarinheiro,Ensino Médio completo,90024,Deferido (Apto),PROS
Mtc - Marco Tsuyama Cardoso,Superior completo,18789,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Nancy Silveira,Superior completo,18777,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Oscar Mattos,Superior completo,33848,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Paulo Leme Filho,Superior completo,18918,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Bruno Jacintho,Superior incompleto,22260,Deferido (Apto),PR
Prof. Eduardo Cubas,Superior completo,33090,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Prof. José Rui,Superior completo,18618,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Bugra,Ensino Médio incompleto,22330,Deferido (Apto),PR
Cabo Ageu,Ensino Médio completo,17187,Deferido (Apto),PSL
Cabo Aleixo do Judô,Ensino Médio completo,17196,Deferido (Apto),PSL
Cabo Anderson,Ensino Médio completo,70017,Deferido (Apto),AVANTE
Cabo Barbosa,Ensino Médio completo,17900,Deferido (Apto),PSL
Prof. Reginaldo Che,Superior completo,18613,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Prof. Rodrigo Silva Rocha,Superior completo,18077,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Professor Bibo,Superior completo,18123,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Cabo Marinho,Ensino Médio completo,17102,Deferido (Apto),PSL
Cabo Melo,Ensino Médio completo,17008,Deferido (Apto),PSL
Professora Iliete Gerage,Superior completo,33125,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Cabo Santos,Ensino Médio completo,17291,Deferido (Apto),PSL
Roberto Rodrigues,Superior completo,33140,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Ronaldo Prudente,Superior completo,18013,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Roselei Françoso,Superior completo,18222,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Sheila Romera,Superior completo,18234,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Sonia Borges,Superior completo,18475,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Valéria Rei,Superior completo,18881,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Caio Pastori,Superior incompleto,19211,Deferido (Apto),PODE
Caio Takeda,Ensino Fundamental incompleto,17077,Deferido (Apto),PSL
Cal,Superior incompleto,31555,Deferido (Apto),RENOVAÇÃO 
Veri,Superior completo,33663,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Wilson Jr.,Superior completo,33156,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Camila Sperandio,Ensino Médio completo,12611,Deferido (Apto),PDT
Camila Toledo,Ensino Médio completo,90086,Deferido (Apto),PROS
Camilinho,Superior incompleto,17088,Deferido (Apto),PSL
Carlos Kribely,Superior completo,33655,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Denise Mello,Superior completo,33073,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Graça,Superior completo,33500,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Vagnão,Superior completo,18700,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Dra Angela,Superior completo,18008,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Cantor Caminhoneiro,Ensino Fundamental incompleto,18444,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Cantora Rosangela de Lima,Ensino Médio completo,90006,Deferido (Apto),PROS
José Carlos Santão,Superior completo,33028,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Capitão América de Paula,Ensino Médio completo,17040,Deferido (Apto),PSL
Juari,Superior completo,33016,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Admir Ferro,Superior completo,40740,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Alessandro Rios,Superior completo,14007,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Carina Vitral,Superior incompleto,65180,Deferido (Apto),PC do B
Ana Abreu,Superior completo,40333,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Carla Silva,Superior incompleto,19429,Deferido (Apto),PODE
Ana Chang,Superior completo,23120,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Carlão,Ensino Médio completo,50690,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Angelo Coelho,Superior completo,40004,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Anna do Pv,Superior completo,43666,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Antonio Carlos Ribeiro,Superior completo,43243,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Barros Munhoz,Superior completo,40540,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Carlão dos Condutores,Ensino Médio completo,16111,Deferido (Apto),PSTU
Carlinhos - Kaka Social,Ensino Fundamental completo,90221,Deferido (Apto),PROS
Carlinhos Brete,Lê e escreve,51355,Deferido (Apto),PATRI
Carlinhos da Stock Car,Superior incompleto,31421,Deferido (Apto),RENOVAÇÃO 
Carlinhos Guincheiro,Ensino Médio completo,19234,Deferido (Apto),PODE
Basilio Zecchini,Superior completo,40150,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Carlos Arruda,Ensino Médio completo,70600,Deferido (Apto),AVANTE
Bolçone,Superior completo,40023,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Brumer,Superior completo,14234,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Carlos Eduardo Monção Garcia,Lê e escreve,51167,Deferido (Apto),PATRI
Bruna Barros,Superior completo,43433,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Carlos Leite,Ensino Médio completo,12200,Deferido (Apto),PDT
Caio Cunha,Superior completo,43777,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Caio França,Superior completo,40640,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Camila Marino,Superior completo,40234,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Campos Machado,Superior completo,14140,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Carlos Cezar,Superior completo,40112,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Carmem Uchoa,Ensino Médio completo,44447,Deferido (Apto),PRP
Carmen Miranda,Ensino Médio completo,65332,Deferido (Apto),PC do B
Carol Cerqueira,Superior completo,14340,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Carol dos Animais,Ensino Médio completo,55090,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Carolina Cavalcante,Ensino Médio completo,30333,Deferido (Apto),NOVO
Carolina Funari,Ensino Médio completo,45005,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Célia Marcondes,Superior completo,43010,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Celina Harumi,Superior completo,43100,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cássia Gonçalves,Superior incompleto,13913,Deferido (Apto),PT
Cesinha Costa,Superior completo,14345,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cassia Menezes,Superior incompleto,33651,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Chico Sardelli,Superior completo,43033,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Castelo Alemão,Ensino Médio completo,20120,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Ciça Musa,Superior completo,43123,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cauê Macris,Superior incompleto,45000,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Claudio Piteri,Superior completo,23111,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Davi Zaia,Superior completo,23123,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cb Umbelino,Ensino Médio completo,28290,Deferido (Apto),PRTB
Dr Manteiga,Superior completo,14190,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cecilia Novais,Ensino Médio completo,50490,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Dr. Brambilla,Superior completo,40140,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Dr. Ferrari,Superior completo,43543,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Celia Leite,Ensino Médio completo,27047,Deferido (Apto),DC
Dr. Hernando,Superior completo,43043,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Dr. João Pauli,Superior completo,43015,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Dr. Lapena,Superior completo,40001,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Célio Peliciari,Superior incompleto,50917,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Celsinho Taté,Ensino Fundamental completo,90789,Deferido (Apto),PROS
Dr. Nilton,Superior completo,40404,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cezar,Ensino Médio completo,45222,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Dr. Ulysses,Superior completo,43333,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Chaim,Superior incompleto,70100,Deferido (Apto),AVANTE
Chalana,Ensino Médio completo,51779,Deferido (Apto),PATRI
Chandelly Protetor,Ensino Médio completo,36036,Deferido (Apto),PTC
Chaveirinho,Ensino Fundamental incompleto,90198,Deferido (Apto),PROS
Chef Bruno,Superior incompleto,31111,Deferido (Apto),RENOVAÇÃO 
Chibil,Ensino Fundamental completo,44255,Deferido (Apto),PRP
Chiclete,Ensino Médio incompleto,70117,Deferido (Apto),AVANTE
Dra Mayra Costa,Superior completo,23500,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Edna Flor,Superior completo,23789,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Chiquinho do Zaíra,Ensino Médio completo,70123,Deferido (Apto),AVANTE
Edson Giriboni,Superior completo,43001,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Emiliano Zapata,Superior completo,40888,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Enfermeiro Jarles,Superior completo,43000,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cícera Alves,Ensino Médio completo,31015,Deferido (Apto),RENOVAÇÃO 
Erica Mantovani,Superior completo,14222,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cícero Macedo,Ensino Médio completo,51460,Deferido (Apto),PATRI
Cícero Menezes,Ensino Médio completo,51082,Deferido (Apto),PATRI
Fabiola Campos,Superior completo,40600,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Fabricio Amaro,Superior completo,40505,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Flávia Camargo,Superior completo,20200,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cidão,Ensino Médio completo,19314,Deferido (Apto),PODE
Cidão Cruz,Ensino Médio completo,44114,Deferido (Apto),PRP
Cidão Evangelista,Ensino Médio completo,27154,Deferido (Apto),DC
Cidao Santos,Ensino Médio completo,90040,Deferido (Apto),PROS
Cido Saraiva,Ensino Médio completo,15588,Deferido (Apto),MDB
Gilmara,Superior completo,40111,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Gondim,Superior completo,14777,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Cintia Oliveira,Ensino Médio completo,31124,Deferido (Apto),RENOVAÇÃO 
Ciro Maia,Ensino Médio completo,70002,Deferido (Apto),AVANTE
Clarice Barbosa,Ensino Médio completo,55826,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
